P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,P_TYPE_TEMP,S_NAME,S_TYPE_TEMP,S_RA,S_DEC,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_SNOW_LINE,S_ABIO_ZONE,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-327 c,20.3,1.03,5.212333,19.134697,18.577376,0.047,24.87736,568.91945,642.50512,Terran,Hot,Kepler-327,M,292.6423,44.087625,15.611,3799,0.59,0.49,-0.2,0.054954087,0.19088959,0.48803354,0.24179069,0.46269398,0.63294178,0.056789342,0,0,0,0.34746016
Kepler-322 b,1.01,1.01,1.653888,0.99009901,0.98029605,0.027,706.76083,1313.463,1483.35,Terran,Hot,Kepler-322,G,281.34875,44.295252,13.687,5388,0.92,0.89,0.05,0.51522864,0.55102729,1.3134623,0.69795151,1.2452813,1.9380446,1.0096253,0,0,0,0.29488261
Kepler-313 b,6.94,2.53,14.970418,1.0842225,0.42854646,0.125,131.27438,862.27283,,Neptunian,Hot,Kepler-313,G,298.29487,48.7754,14.304,5727,1.08,1.54,0.16,2.0511622,1.0780977,2.5434663,1.3655463,2.4114372,3.8669073,1.9068046,0,0,0,0.23912944
TOI-836 c,9.6,2.587,8.59545,1.4344268,0.55447497,0.07522815,25.015122,569.05425,,Neptunian,Hot,TOI-836,K,225.07988,-24.454202,9.92,4552,0.68,0.67,-0.284,0.14028137,0.29896241,0.73685463,0.37868232,0.69860258,1.0112622,0.21709307,0,0,0,0.27615654
Kepler-301 d,3.71,1.75,13.751243,1.2114286,0.6922449,0.112,66.307699,726.92683,820.94963,Superterran,Hot,Kepler-301,G,283.9829,49.232951,14.458,5815,0.98,0.9,0.187,0.83176377,0.68290871,1.6073497,0.86498766,1.5239137,2.4624293,2.1473294,0,0,0,0.28731686
Kepler-296 f,3.89,1.8,63.33627,1.2006173,0.6670096,0.26888475,0.43949751,203.01764,229.27652,Superterran,Warm,Kepler-296,M,286.54003,49.437261,16.363,3740,0.5,0.48,-0.08,0.026977394,0.13387983,0.34329317,0.16957899,0.32546841,0.44346951,0.04856073,1,1,2,0.65849997
Kepler-338 e,8.5,1.56,9.341,3.4927679,2.2389538,0.08985618,479.21754,1191.3218,1345.4108,Terran,Hot,Kepler-338,G,282.97906,40.784419,12.19,5999,1.14,1.74,-0.029,3.8547836,1.4538041,3.4064881,1.8414118,3.2296607,5.3010727,3.0979707,0,0,0,0.27904948
Kepler-411 c,26.4,4.421,7.834435,1.3507124,0.30552193,0.074330985,48.557779,670.98051,,Neptunian,Hot,Kepler-411,K,287.6057,49.523394,12.448,4906,0.87,0.82,0.11,0.26363314,0.40393655,0.9803433,0.5116461,0.92945303,1.3863209,0.43295408,0,0,0,0.18785561
Kepler-301 b,2.39,1.35,2.508553,1.3113855,0.97139664,0.036,641.79303,1282.1784,1448.019,Terran,Hot,Kepler-301,G,283.9829,49.232951,14.458,5815,0.98,0.9,0.187,0.83176377,0.68290871,1.6073497,0.86498766,1.5239137,2.4624293,2.1473294,0,0,0,0.28726976
Kepler-275 b,6.08,2.34,10.300682,1.1103806,0.47452162,0.098,292.78434,1053.7478,1190.0425,Superterran,Hot,Kepler-275,F,292.4797,38.514902,15.289,6165,1.16,1.38,0,2.8119008,1.2291584,2.8698799,1.5568648,2.7209075,4.5275553,4.1442944,0,0,0,0.24257331
Kepler-285 b,2.36,1.34,2.633867,1.3143239,0.98083873,0.036,405.87752,1143.4007,1291.2914,Terran,Hot,Kepler-285,G,291.39085,48.065539,15.198,5411,0.82,0.81,0.16,0.52601727,0.55605391,1.3244338,0.70431801,1.2556833,1.9582303,1.0107947,0,0,0,0.28890753
Kepler-287 b,6.04,2.33,20.342199,1.1125642,0.47749538,0.145,34.935261,619.32086,699.42559,Superterran,Hot,Kepler-287,K,290.92743,48.443459,14.952,5806,0.97,1.03,0.117,0.73451387,0.64209382,1.5116383,0.81329079,1.4331705,2.3140022,2.1071664,0,0,0,0.27498065
Kepler-288 b,3.43,1.67,6.097326,1.2298756,0.73645244,0.065,269.2609,1031.9129,1165.3834,Superterran,Hot,Kepler-288,G,288.9164,39.594752,15.283,5918,1.03,1.09,0.16,1.1376273,0.79368903,1.8632776,1.0053016,1.7665567,2.8798095,2.6058687,0,0,0,0.27604446
Kepler-150 e,9.91,3.12,30.826557,1.0180391,0.32629459,0.189,19.323082,534.09536,,Neptunian,Hot,Kepler-150,G,288.2341,40.520897,15.161,5560,0.94,0.94,-0.02,0.6902398,0.63158338,1.4972532,0.79998333,1.4195319,2.2431781,1.3664881,0,0,0,0.26595668
K2-138 e,12.97,3.39,8.26146,1.1286014,0.33292076,0.078431824,84.698904,771.94284,,Neptunian,Hot,K2-138,G,348.94903,-10.849739,12.246,5356.3,0.94,0.86,0.14,0.51641637,0.55262884,1.3186847,0.69998063,1.2502324,1.9402771,0.96298965,0,0,0,0.20934782
TRAPPIST-1 c,1.308,1.097,2.421937,1.0869123,0.99080425,0.015800338,2.2166397,310.82791,351.03128,Terran,Hot,TRAPPIST-1,M,346.62639,-5.0434618,17.02,2566,0.09,0.12,0.04,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.063513166,0.003648381,0,0,0,0.73055616
K2-138 b,3.1,1.51,2.35309,1.3595895,0.90039039,0.033888995,451.21501,1173.5667,1325.3592,Terran,Hot,K2-138,G,348.94903,-10.849739,12.246,5356.3,0.94,0.86,0.14,0.51641637,0.55262884,1.3186847,0.69998063,1.2502324,1.9402771,0.96298965,0,0,0,0.28150879
